old.acc	run	biosample	taxid	size	isolation	geolocation	coords	phylum	order	family	genus	species	habitat	laboratory	libstrat	libsource	assembly_suyo	bases
SRS796071	SRR1721668	SRS796071	167108	3.853515625	not applicable	not applicable	NA	Arthropoda	Scorpiones	Hemiscorpiidae	Opisthacanthus	Opisthacanthus madagascariensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6347533800
SRS2795220	SRR6425918	SRS2795220	2066919	2.9326171875	NA	China: Hainan	NA	Arthropoda	Araneae	Oonopidae	Opopaea	Opopaea cornuta	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5830934250
SRS4999051	SRR9331991	SRS4999051	534671	5.0107421875	NA	Australia: Greater Hawke National Park	NA	Arthropoda	Pseudoscorpiones	Atemnidae	Oratemnus	Oratemnus curtus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9243108000
SRS548500	SRR1146668	SRS548500	1454759	2.16796875	NA	NA	NA	Arthropoda	Opiliones	Nemastomatidae	Ortholasma	Ortholasma coronadense	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4037236700
SRS3166019	SRR6998652	SRS3166019	489295	1.638671875	whole body	Uruguay	NA	Arthropoda	Araneae	Palpimanidae	Otiothops	Otiothops birabeni	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3773453700
SRS2745060	SRR6360554	SRS2745060	2058407	2.171875	NA	Singapore	NA	Arthropoda	Araneae	Oxyopidae	Oxyopes	Oxyopes sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6059766300
SRS548499	SRR1146670	SRS548499	1454756	2.1806640625	NA	NA	NA	Arthropoda	Opiliones	Zalmoxidae	Pachylicus	Pachylicus acutus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3736205200
ERS1788422	ERR2008012	ERS1788422	2006156	2.2314453125	NA	Colombia	6.138751 N 75.63558599 W	Arthropoda	Araneae	Theraphosidae	Pamphobeteus	Pamphobeteus verdolaga	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5046911218
SRS796166	SRR1721799	SRS796166	170972	3.251953125	not applicable	not applicable	NA	Arthropoda	Scorpiones	Buthidae	Parabuthus	Parabuthus transvaalicus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5650961400
SRS4999052	SRR9331990	SRS4999052	2590497	4.9033203125	NA	USA: Colorado, Larimer County, Hillside on Big Thompson Canyon Road (US 34) in between Noels Draw Ln and Soul Shine Rd	NA	Arthropoda	Pseudoscorpiones	Cheliferidae	Parachelifer	Parachelifer persimilis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9915304800
SRS5035015	SRR9611070	SRS5035015	297722	1.96484375	forest leaf litter	South Africa: Nkandhla Forest, Kwazulu-Natal	28.74421301 S 31.13762699 E	Arthropoda	Opiliones	Pettalidae	Parapurcellia	Parapurcellia silvicola	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4317871200
SRS1962184	SRR5235985	SRS1962184	43276	1.6162109375	whole animal	Spain: Catalonia	NA	Arthropoda	Opiliones	Sironidae	Parasiro	Parasiro coiffaiti	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3522191700
DRS021679	DRR046996	DRS021679	114398	2.623046875	NA	NA	NA	Arthropoda	Araneae	Theridiidae	Parasteatoda	Parasteatoda tepidariorum	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5276103603
SRS8419628	SRR13918247	SRS8419628	75001	15.8750	Clear garden floor, Shropshire, UK	United Kingdom: Shropshire	NA	Arthropoda	Araneae	Lycosidae	Pardosa	Pardosa amentata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	53352909600
SRS9132001	SRR14728260	SRS9132001	317849	1.8818359375	NA	NA	NA	Arthropoda	Araneae	Lycosidae	Pardosa	Pardosa laura	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6644276240
SRS908334	SRR1972516	SRS908334	330961	4.130859375	Paddy field	China:Changsha	NA	Arthropoda	Araneae	Lycosidae	Pardosa	Pardosa pseudoannulata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6717793608
SRS7406322	SRR12687628	SRS7406322	2773991	9.767578125	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Symphytognathidae	Patu	Patu sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	16313673791
SRS4662563	SRR8944274	SRS4662563	753628	2.3369140625	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Pelinobius	Pelinobius muticus	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6468075000
SRS3166015	SRR6998656	SRS3166015	440353	1.3828125	whole body	New Zealand	NA	Arthropoda	Araneae	Periegopidae	Periegops	Periegops suteri	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3168957600
SRS3166014	SRR6998657	SRS3166014	2080928	1.91796875	whole body	Australia	NA	Arthropoda	Araneae	Malkaridae	Perissopmeros	Perissopmeros sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4540429500
SRS5035014	SRR9611071	SRS5035014	2588457	13.0625	forest leaf litter	Sri Lanka: Peradeniya Botanical Gardens	7.27250799 N 80.59333004 E	Arthropoda	Opiliones	Pettalidae	Pettalus	Pettalus thwaitesi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	26849883300
SRS1966957	SRR5241475	SRS1966957	1955532	3.373046875	whole animal	Brazil	NA	Arthropoda	Opiliones	Cranaidae	Phareicranaus	Phareicranaus manauara	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5566940700
SRS5128505	SRR9720676	SRS5128505	2597679	9.767578125	not collected	China: Yunnan	NA	Arthropoda	Araneae	Uloboridae	Philoponella	Philoponella alata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	23727967500
SRS660114	SRR1514880	SRS660114	1506259	2.8994140625	NA	Costa Rica: La Selva	10.4295 N 84.0095 W	Arthropoda	Araneae	Uloboridae	Philoponella	Philoponella herediae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4723487100
SRS4662565	SRR8944272	SRS4662565	2571188	1.44140625	Lab reared	Singapore	NA	Arthropoda	Araneae	Theraphosidae	Phlogiellus	Phlogiellus inermis	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3998919300
SRS631236	SRR1365208	SRS631236	393849	3.6162109375	NA	NA	NA	Arthropoda	Araneae	Pholcidae	Pholcus	Pholcus manueli	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	TRUE	6771018300
SRS1274768	SRR3144082	SRS1274768	6932	3.4306640625	not applicable	USA: Petaluma, Sonoma Co, CA	38.2247 N 122.6264 W	Arthropoda	Araneae	Pholcidae	Pholcus	Pholcus phalangioides	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5801903500
ERS3605146	ERR3454625	ERS3605146	2598454	3.1376953125	NA	Colombia	NA	Arthropoda	Araneae	Ctenidae	Phoneutria	Phoneutria boliviensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6717178145
SRS7406325	SRR12687625	SRS7406325	881836	3.2314453125	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Ctenidae	Phoneutria	Phoneutria fera	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6272253600
SRS5623117	SRR10413990	SRS5623117	6918	3.6201171875	NA	Brazil	NA	Arthropoda	Araneae	Ctenidae	Phoneutria	Phoneutria nigriventer	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12377603328
SRS3145413	SRR6967874	SRS3145413	473178	2.591796875	whole body	Australia	NA	Arthropoda	Araneae	Araneidae	Phonognatha	Phonognatha graeffei	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5708780700
SRS4662567	SRR8944270	SRS4662567	2571189	2.8974609375	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Phormictopus	Phormictopus atrichomatus	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7988256300
SRS3166244	SRR6998913	SRS3166244	2080929	3.4609375	whole body	Chile	NA	Arthropoda	Araneae	Synotaxidae	Physoglenes	Physoglenes sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7228307400
SRS3190968	SRR7028534	SRS3190968	2080960	3.029296875	whole body	New Zealand	NA	Arthropoda	Araneae	Physoglenidae		Physoglenidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6183267000
SRS3166243	SRR6998914	SRS3166243	2080962	1.66015625	whole body	New Zealand	NA	Arthropoda	Araneae	Gradungulidae	Pianoa	Pianoa isolata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3834499500
SRS7406326	SRR12687624	SRS7406326	2773994	7.4697265625	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Filistatidae	Pikelinia	Pikelinia sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13961279100
SRS2795211	SRR6425931	SRS2795211	430941	2.8818359375	NA	China: Beijing	NA	Arthropoda	Araneae	Pimoidae	Pimoa	Pimoa clavata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6359594750
SRS3166242	SRR6998915	SRS3166242	2080930	2.7529296875	whole body	USA	NA	Arthropoda	Araneae	Pimoidae	Pimoa	Pimoa sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6042761700
SRS2795227	SRR6425912	SRS2795227	2746584	3.140625	NA	China: Guangzhou	NA	Arthropoda	Araneae	Telemidae	Pinelema	Pinelema cucurbitina	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6677708000
SRS3145411	SRR6967875	SRS3145411	2115801	3.3955078125	whole body	Australia	NA	Arthropoda	Araneae	Araneidae	Plebs	Plebs eburnus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7557477300
SRS7406327	SRR12687623	SRS7406327	2773995	6.08203125	whole body	USA	NA	Arthropoda	Araneae	Plectreuridae	Plectreurys	Plectreurys sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11576211900
SRS3367845	SRR7250103	SRS3367845	2212852	4.6953125	NA	Mexico: Oaxaca	NA	Arthropoda	Scorpiones	Euscorpiidae	Plesiochactas	Plesiochactas dilutus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8632734418
SRS4662571	SRR8944266	SRS4662571	2053141	1.2822265625	Lab reared	Germany	NA	Arthropoda	Araneae	Theraphosidae	Poecilotheria	Poecilotheria vittata	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3133852455
SRS3145414	SRR6967873	SRS3145414	2115795	1.8349609375	whole body	Australia	NA	Arthropoda	Araneae	Araneidae	Poltys	Poltys sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3974988600
SRS3165223	SRR6997604	SRS3165223	2081606	5.7451171875	NA	New Zealand	NA	Arthropoda	Araneae	Hexathelidae	Porrhothele	Porrhothele sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12419938200
SRS2795219	SRR6425919	SRS2795219	2066934	3.1181640625	NA	China: Hainan	NA	Arthropoda	Araneae	Filistatidae		Prithinae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6617001250
SRS4999047	SRR9331995	SRS4999047	534675	2.7080078125	NA	Australia: Warren State Forest	NA	Arthropoda	Pseudoscorpiones	Garypinidae	Protogarypinus	Protogarypinus giganteus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5668000200
SRS4662558	SRR8944279	SRS4662558	179874	2.744140625	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Psalmopoeus	Psalmopoeus cambridgei	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7542638100
SRS4662570	SRR8944267	SRS4662570	2053142	1.2763671875	Lab reared	Germany	NA	Arthropoda	Araneae	Theraphosidae	Psalmopoeus	Psalmopoeus irminia	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3114985543
SRS2745058	SRR6360555	SRS2745058	1304644	2.2548828125	NA	Singapore	NA	Arthropoda	Araneae	Psechridae	Psechrus	Psechrus singaporensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5817760500
SRS4999048	SRR9331994	SRS4999048	2590498	6.2763671875	NA	USA: Colorado, Larimer County, Hillside on Big Thompson Canyon Road (US 34) in between Noels Draw Ln and Soul Shine Rd	NA	Arthropoda	Pseudoscorpiones	Garypinidae	Pseudogarypinus	Pseudogarypinus frontalis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12634914900
SRS4999049	SRR9331993	SRS4999049	2590518	2.177734375	NA	USA: New York, E.N. Huyck Preserve	NA	Arthropoda	Pseudoscorpiones	Pseudogarypidae	Pseudogarypus	Pseudogarypus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4048342800
SRS4999045	SRR9331997	SRS4999045	2590520	4.482421875	NA	missing	NA	Arthropoda	Pseudoscorpiones	Pseudotyrannochthoniidae	Pseudotyrannochthonius	Pseudotyrannochthonius sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	TRUE	7718790456
SRS4662569	SRR8944268	SRS4662569	2053144	1.9306640625	Lab reared	Germany	NA	Arthropoda	Araneae	Theraphosidae	Pterinochilus	Pterinochilus chordatus	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4712853570
SRS4662553	SRR8944284	SRS4662553	2053145	2.619140625	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Pterinochilus	Pterinochilus lugardi	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7123319400
SRS5035013	SRR9611072	SRS5035013	297720	2.51171875	forest leaf litter	South Africa: Somerset West, Helderberg Nature Reserve, Afromontane forest patch at end of Protea trail	34.04235 S 18.87395 E	Arthropoda	Opiliones	Pettalidae	Purcellia	Purcellia illustrans	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5511917100
SRS7406328	SRR12687622	SRS7406328	2774008	6.78515625	whole body	Australia	NA	Arthropoda	Araneae	Anapidae	Queenslanapis	Queenslanapis sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13074868200
SRS1924463	SRR5181449	SRS1924463	383962	1.7900390625	whole body	New Zealand	NA	Arthropoda	Opiliones	Pettalidae	Rakaia	Rakaia magna	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3787188000
SRS5035011	SRR9611074	SRS5035011	383964	2.951171875	forest leaf litter	New Zealand: Waimate, Kelcey's Bush	44.70055 S 170.96715 E	Arthropoda	Opiliones	Pettalidae	Rakaia	Rakaia pauli	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5997298500
SRS5035010	SRR9611075	SRS5035010	383969	3.2197265625	forest leaf litter	New Zealand: Stewart Island, Fern Gully	46.89424901 S 168.10401703 E	Arthropoda	Opiliones	Pettalidae	Rakaia	Rakaia stewartiensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7131510600
SRS3166248	SRR6998909	SRS3166248	2080931	1.5595703125	whole body	Australia	NA	Arthropoda	Araneae	Trochanteriidae	Rebilus	Rebilus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3762801600
SRS6722936	SRR11860498	SRS6722936	2740159	2.650390625	Wild caught	Singapore: Bukit Batok National Park	NA	Arthropoda	Araneae	Barychelidae	Rhianodes	Rhianodes atratus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7164449700
SRS3166247	SRR6998910	SRS3166247	2080932	3.0380859375	whole body	New Zealand	NA	Arthropoda	Araneae	Synotaxidae	Runga	Runga sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6737132400
SRS8099260	SRR13511133	SRS8099260	128040	2.4482421875	NA	USA: Nebraska	NA	Arthropoda	Araneae	Lycosidae	Schizocosa	Schizocosa ocreata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4384313040
SRS654733	SRR1508434	SRS654733	476024	2.8154296875	NA	NA	NA	Arthropoda	Opiliones	Triaenonychidae	Sclerobunus	Sclerobunus nondimorphicus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4680732000
SRS654678	SRR1508429	SRS654678	118544	2.2890625	NA	NA	NA	Arthropoda	Opiliones	Triaenonychidae	Sclerobunus	Sclerobunus robustus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3504922300
SRS3367700	SRR7249741	SRS3367700	53956	3.1865234375	NA	Israel: Banias, field school's fence adjacent to Cabin 73	NA	Arthropoda	Scorpiones	Scorpionidae	Scorpio	Scorpio maurus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5849022110
SRS3166246	SRR6998911	SRS3166246	1956344	6.08984375	whole body	Uruguay	NA	Arthropoda	Araneae	Scytodidae	Scytodes	Scytodes globula	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	14176830300
SRS2795223	SRR6425915	SRS2795223	2066929	2.9794921875	NA	Thailand	NA	Arthropoda	Araneae	Scytodidae	Scytodes	Scytodes sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6309842500
SRS660106	SRR1514872	SRS660106	1112478	2.6953125	NA	USA: Grove Hill, Lee Co, AL	32.5841 N 85.4604 W	Arthropoda	Araneae	Scytodidae	Scytodes	Scytodes thoracica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6184892000
SRS2795216	SRR6425927	SRS2795216	280434	2.87109375	NA	China: Hebei	NA	Arthropoda	Araneae	Segestriidae	Segestria	Segestria bavarica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6464472000
SRS4662577	SRR8944260	SRS4662577	2053146	1.4638671875	Lab reared	Germany	NA	Arthropoda	Araneae	Theraphosidae	Selenocosmia	Selenocosmia javanensis	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3630601188
SRS3190967	SRR7028535	SRS3190967	2080933	1.9296875	whole body	Mexico	NA	Arthropoda	Araneae	Senoculidae	Senoculus	Senoculus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3859659900
SRS3166245	SRR6998912	SRS3166245	2080934	1.8955078125	whole body	New Zealand	NA	Arthropoda	Araneae	Thomisidae	Sidymella	Sidymella sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4188477600
SRS2795217	SRR6425920	SRS2795217	2066923	2.4892578125	NA	China: Guizhou	NA	Arthropoda	Araneae	Tetrablemmidae	Singaporemma	Singaporemma bifurcata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5620275500
SRS3503697	SRR7473845	SRS3503697	247006	3.0146484375	NA	USA	NA	Arthropoda	Scorpiones	Vaejovidae	Smeringurus	Smeringurus mesaensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5841620830
SRS3503989	SRR7474136	SRS3503989	247007	3.4619140625	NA	USA	NA	Arthropoda	Scorpiones	Vaejovidae	Smeringurus	Smeringurus vachoni	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6622318712
SRS2745056	SRR6360556	SRS2745056	332815	1.474609375	NA	USA: Florida	NA	Arthropoda	Araneae	Lycosidae	Sosippus	Sosippus placidus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4039681200
PRJNA667243	SRR12816514	SRS7512284	371512	3.8095703125	missing	France	NA	Arthropoda	Coleoptera	Leiodidae	Speonomus	Speonomus longicornis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11729825712
SRS2745053	SRR6360561	SRS2745053	2058408	1.7900390625	NA	Singapore	NA	Arthropoda	Araneae	Pisauridae	Sphedanus	Sphedanus quadrimaculatus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5024071200
SRS3166250	SRR6998907	SRS3166250	2080965	3.2177734375	whole body	Australia	NA	Arthropoda	Araneae	Anapidae	Spinanapis	Spinanapis sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7153851900
SRS3165222	SRR6997603	SRS3165222	2081833	1.830078125	NA	New Zealand	NA	Arthropoda	Araneae	Nemesiidae	Stanwellia	Stanwellia sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4167975300
SRS2020193	SRR5285131	SRS2020193	256750	4.51953125	NA	NA	NA	Arthropoda	Araneae	Theridiidae	Steatoda	Steatoda grossa	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7426497680
SRS6509678	SRR11579232	SRS6509678	114395	4.5322265625	Dissection in laboratory	Ireland: Dublin	NA	Arthropoda	Araneae	Theridiidae	Steatoda	Steatoda sp.	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15516592800
SRS2795231	SRR6425909	SRS2795231	2066930	3.078125	NA	China: Guangxi	NA	Arthropoda	Araneae	Scytodidae	Stedocys	Stedocys sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8701055100
SRS3217802	SRR7062696	SRS3217802	407818	2.3701171875	nest	South Africa: KwaZulu-Natal	NA	Arthropoda	Araneae	Eresidae	Stegodyphus	Stegodyphus africanus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7757493227
SRS4229319	SRR8416368	SRS4229319	202533	3.1640625	Not applicable	Namibia: Stampriet	NA	Arthropoda	Araneae	Eresidae	Stegodyphus	Stegodyphus dumicola	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8714483400
SRS3217803	SRR7062695	SRS3217803	175341	2.5751953125	nest	Israel: Lehavim	NA	Arthropoda	Araneae	Eresidae	Stegodyphus	Stegodyphus lineatus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8463448242
SRS492106	SRR1015314	SRS492106	407821	4.708984375	NA	NA	NA	Arthropoda	Araneae	Eresidae	Stegodyphus	Stegodyphus mimosarum	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7195681800
SRS4662561	SRR8944276	SRS4662561	269628	2.880859375	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Stromatopelma	Stromatopelma calceatum	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7920325500
SRS1961078	SRR5234539	SRS1961078	57970	1.8984375	whole body	Australia	NA	Arthropoda	Opiliones	Stylocellidae		Stylocellidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4196450700
SRS1961084	SRR5234546	SRS1961084	383978	1.91796875	whole animal	Japan	NA	Arthropoda	Opiliones	Sironidae	Suzukielus	Suzukielus sauteri	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4035591600
SRS7406329	SRR12687621	SRS7406329	2774011	3.619140625	whole body	Chile	NA	Arthropoda	Araneae	Uloboridae	Sybota	Sybota sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7304697000
SRS3166249	SRR6998908	SRS3166249	2080936	2.431640625	whole body	Costa Rica	NA	Arthropoda	Araneae	Synotaxidae	Synotaxus	Synotaxus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4414694400
SRR1145733	SRR1145733	SRS544308	534689	5.8227142682299	NA	NA	NA	Arthropoda	Pseudoscorpiones	Garypidae	Synsphyronus	Synsphyronus apimelus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	TRUE	9552665562
SRS1571047	SRR3931640	SRS1571047	1874524	2.3193359375	body tissue	New Zealand	NA	Arthropoda	Opiliones	Synthetonychiidae	Synthetonychia	Synthetonychia proxima	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4860839100
SRS3166239	SRR6998917	SRS3166239	2080967	2.6630859375	whole body	Australia	NA	Arthropoda	Araneae	Hersiliidae	Tamopsis	Tamopsis sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5857520700
SRS4662554	SRR8944283	SRS4662554	2053176	2.84765625	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Tapinauchenius	Tapinauchenius violaceus	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7762796100
SRS3166240	SRR6998918	SRS3166240	2080937	5.3916015625	whole body	Australia	NA	Arthropoda	Araneae	Gradungulidae	Tarlina	Tarlina sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11764607700
SRS7406330	SRR12687620	SRS7406330	2773996	6.400390625	whole body	Australia	NA	Arthropoda	Araneae	Orsolobidae	Tasmanoonops	Tasmanoonops sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12817032606
SRS7406331	SRR12687619	SRS7406331	2773997	6.6689453125	whole body	Australia	NA	Arthropoda	Araneae	Cyatholipidae	Teemenaarus	Teemenaarus silvestris	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13101679800
SRS7406332	SRR12687618	SRS7406332	2773998	5.9169921875	whole body	New Zealand	NA	Arthropoda	Araneae	Cyatholipidae	Tekella	Tekella sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10536215775
SRS3166238	SRR6998919	SRS3166238	2080938	2.8564453125	whole body	New Zealand	NA	Arthropoda	Araneae	Cyatholipidae	Tekelloides	Tekelloides sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6351306900
SRS7406333	SRR12687617	SRS7406333	1519619	10.7724609375	whole body	missing	NA	Arthropoda	Araneae	Telemidae	Telema	Telema tenella	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	19423589258
SRS3166236	SRR6998921	SRS3166236	2080940	2.060546875	whole body	Uruguay	NA	Arthropoda	Araneae	Miturgidae	Teminius	Teminius sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4671391800
SRS3319131	SRR7186263	SRS3319131	2200960	8.0400390625	NA	Nicaragua: Matagalpa	NA	Arthropoda	Araneae	Zoropsidae	Tengella	Tengella perfuga	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13617669814
SRS7160902	SRR12404995	SRS7160902	172555	2.349609375	Waikamoi Preserve	USA: Hawaii, Maui	NA	Arthropoda	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha brevignatha	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5984144556
